what,kind,bundleId,bundleVersion,description,time
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1264611501177
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1264611501250
started,bundle,org.eclipse.pde.api.tools,1.0.101.v20090714,"org.eclipse.pde.api.tools",1264611632631
started,bundle,org.eclipse.pde.api.tools.ui,1.0.101.v20090820,"org.eclipse.pde.api.tools.ui",1264611632633
started,bundle,org.eclipse.mylyn.java.ui,3.3.1.v20091215-0000-e3x,"org.eclipse.mylyn.java.ui",1264611632687
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264611717177
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264611812883
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264611833796
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264611833942
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264611860967
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264611882914
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264611888224
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264611941894
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264611953084
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264612016693
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264612214775
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264612217459
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264612217623
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264612219540
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264612273579
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1264612273688
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1264612288457
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1264612314481
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1264612329299
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1264612373040
