what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1260170948609
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1260171004313
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1260171070029
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1260171178038
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1260171256845
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1260171296975
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1260171333689
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1260171344306
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1260171346081
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1260171358126
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1260171379854
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1260171392055
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1260171440251
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1260171445590
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1260171478961
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1260171481011
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1260171487203
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1260171490386
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1260171511272
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1260171515117
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1260171535724
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1260171619042
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1260171619309
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1260171619498
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1260171639546
