what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1272836855788
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272836868018
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272836871457
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1272836871472
activated,view,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.views.ProblemView",1272836877042
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272836882167
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272836882327
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272836882491
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272836884620
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272836884801
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272836884845
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272836885032
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272836885084
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1272836885164
activated,view,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.views.ProblemView",1272836886302
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272836897514
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272836897591
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272836898973
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272836899210
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272836899210
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272836901107
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272836901107
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272836937424
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272836938884
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272836940853
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272836941451
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1272836943345
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272836955938
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272836961889
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272836967204
