what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272957333378
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272957340022
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1272957385935
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1272957389725
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272957400451
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272957418396
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272957442733
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272957442877
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272957446985
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272957450325
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272957458801
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272957530388
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272957533267
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272957538881
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272957582646
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272957595105
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1272957638987
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272957645832
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272957660567
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272957766848
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272957771925
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1272957782053
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272957785951
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272957788329
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1272957797954
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272957799544
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272957800032
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1272957813613
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272957825219
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272957836584
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272957929819
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272957965900
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272958193310
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272958288161
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272958289816
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272958290804
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272958314231
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272958403844
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272958409845
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272958418025
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272958421324
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272958428955
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272958445484
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272958462724
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272958597117
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272958598109
